,classification_id,user_id,workflow_id,annotations,subject_ids,original_annotations,most_similar,codes
472,390092248,2003327,20494,bent,71287177, bent,bent,34
473,390092248,2003327,20494,tailed,71287177, tailed,tail,8
474,390092504,2003327,20494,double,71287080,double,double,35
475,390092504,2003327,20494,lobe,71287080, two lobe,lobe,36
476,390092504,2003327,20494,extended,71287080, extended,extend,1
477,390092504,2003327,20494,elongated,71287080, elongated,elongate,7
478,390092518,2003327,20494,single,71287128,single,single,37
479,390092518,2003327,20494,compact,71287128, compact,compact,0
480,390092556,2003327,20494,single,71287283,single,single,37
481,390092556,2003327,20494,elongated,71287283, elongated,elongate,7
482,390092556,2003327,20494,faint,71287283, faint,faint,3
483,390092644,2003327,20494,double,71287022,double,double,35
484,390092644,2003327,20494,lobe,71287022, two lobe,lobe,36
485,390092644,2003327,20494,extended,71287022, extended,extend,1
486,390092644,2003327,20494,elongated,71287022, elongated,elongate,7
487,390092644,2003327,20494,diffuse,71287022, diffuse,diffuse,20
488,390092644,2003327,20494,amorphous,71287022, amorphous,amorphous,38
489,390092644,2003327,20494,continues offscreen,71287022, continues offscreen,offscreen,40
490,390092697,2003327,20494,single,71287049,single,single,37
491,390092697,2003327,20494,elongated,71287049, elongated,elongate,7
492,390092697,2003327,20494,faint,71287049, faint,faint,3
493,390092723,2003327,20494,double,71287238,double,double,35
494,390092723,2003327,20494,extended,71287238, extended,extend,1
495,390092723,2003327,20494,compact,71287238, compact,compact,0
496,390092723,2003327,20494,faint,71287238, faint,faint,3
497,390092765,2003327,20494,double,71287013,double,double,35
498,390092765,2003327,20494,extended,71287013, extended,extend,1
499,390092765,2003327,20494,compact,71287013, compact,compact,0
500,390092765,2003327,20494,faint,71287013, faint,faint,3
501,390092791,2003327,20494,double,71287215,double,double,35
502,390092791,2003327,20494,extended,71287215, extended,extend,1
503,390092791,2003327,20494,elongated,71287215, elongated,elongate,7
504,390092791,2003327,20494,faint,71287215, faint,faint,3
505,390092825,2003327,20494,double,71287088,double,double,35
506,390092825,2003327,20494,extended,71287088, extended,extend,1
507,390092825,2003327,20494,compact,71287088, compact,compact,0
508,390092825,2003327,20494,faint,71287088, faint,faint,3
509,390092853,2003327,20494,single,71287083,single,single,37
510,390092853,2003327,20494,extended,71287083, extended,extend,1
511,390092853,2003327,20494,elongated,71287083, elongated,elongate,7
512,390092853,2003327,20494,diffuse,71287083, diffuse,diffuse,20
513,390092853,2003327,20494,amorphous,71287083, amorphous,amorphous,38
514,390092880,2003327,20494,single,71287160,single,single,37
515,390092880,2003327,20494,elongated,71287160, elongated,elongate,7
516,390092880,2003327,20494,faint,71287160, faint,faint,3
517,390092908,2003327,20494,single,71287060,single,single,37
518,390092908,2003327,20494,elongated,71287060, elongated,elongate,7
519,390092958,2003327,20494,triple,71287246,triple,double,35
520,390092958,2003327,20494,lobe,71287246, three lobe,lobe,36
521,390092958,2003327,20494,extended,71287246, extended,extend,1
522,390092958,2003327,20494,elongated,71287246, elongated,elongate,7
523,390092958,2003327,20494,bent,71287246, bent,bent,34
524,390092958,2003327,20494,faint,71287246, faint,faint,3
525,390092977,2003327,20494,double,71287051,double,double,35
526,390092977,2003327,20494,lobe,71287051, two lobe,lobe,36
527,390092977,2003327,20494,extended,71287051, extended,extend,1
528,390092977,2003327,20494,compact,71287051, compact,compact,0
529,390093034,2003327,20494,single,71287254,single,single,37
530,390093034,2003327,20494,elongated,71287254, elongated,elongate,7
531,390093034,2003327,20494,extended,71287254, extended,extend,1
532,390093034,2003327,20494,diffuse,71287254, diffuse,diffuse,20
533,390093053,2003327,20494,single,71287071,single,single,37
534,390093053,2003327,20494,compact,71287071, compact,compact,0
535,390093121,2003327,20494,double,71287142,double,double,35
536,390093121,2003327,20494,lobe,71287142, two lobe,lobe,36
537,390093121,2003327,20494,extended,71287142, extended,extend,1
538,390093121,2003327,20494,elongated,71287142, elongated,elongate,7
539,390093121,2003327,20494,diffuse,71287142, diffuse,diffuse,20
540,390093143,2003327,20494,single,71287018,single,single,37
541,390093143,2003327,20494,compact,71287018, compact,compact,0
542,390093143,2003327,20494,faint,71287018, faint,faint,3
543,390093180,2003327,20494,single,71287103,single,single,37
544,390093180,2003327,20494,elongated,71287103, elongated,elongate,7
545,390093262,2003327,20494,single,71287138,single,single,37
546,390093262,2003327,20494,extended,71287138, extended,extend,1
547,390093262,2003327,20494,elongated,71287138, elongated,elongate,7
548,390093262,2003327,20494,diffuse,71287138, diffuse,diffuse,20
549,388731325,2394958,20494,faint,71287293,faint,faint,3
550,388731325,2394958,20494,slightly extended,71287293, slightly extended,slightly,10
551,388731325,2394958,20494,noisy,71287293, noisy,noisy,41
552,388731408,2394958,20494,compact,71287262,compact,compact,0
553,388731408,2394958,20494,isolated,71287262, isolated,isolate,42
554,388731408,2394958,20494,clear counterpart,71287262, clear counterpart,counterpart,43
555,388731529,2394958,20494,bright,71287072,bright,bright,12
556,388731529,2394958,20494,slightly extended,71287072, slightly extended,slightly,10
557,388731529,2394958,20494,spiral counterpart,71287072, spiral galaxy counterpart,spiral,44
558,388731665,2394958,20494,extended,71287062,extended,extend,1
559,388731665,2394958,20494,tail,71287062, tail,tail,8
560,388731665,2394958,20494,possible lobes associated,71287062, possible lobes associated,lobe,36
561,388731753,2394958,20494,bright,71287083,bright,bright,12
562,388731753,2394958,20494,complex,71287083, complex,complex,4
563,388731753,2394958,20494,extended,71287083, extended,extend,1
564,388731753,2394958,20494,counterpart,71287083, no counterpart,counterpart,43
565,388731968,2394958,20494,bright,71287230,bright,bright,12
566,388731968,2394958,20494,lobe adjacent,71287230, lobe of adjacent source,lobe,36
567,388731968,2394958,20494,jets,71287230, jets,jet,18
568,388731968,2394958,20494,lobes,71287230, lobes,lobe,36
569,388731968,2394958,20494,counterpart,71287230, no counterpart,counterpart,43
570,388732047,2394958,20494,lobe adjacent,71287228,lobe of adjacent source,lobe,36
571,388732047,2394958,20494,complex,71287228, complex,complex,4
572,388732047,2394958,20494,extended,71287228, extended,extend,1
573,388732082,2394958,20494,compact,71287207,compact,compact,0
574,388732082,2394958,20494,isolated,71287207, isolated,isolate,42
575,388732082,2394958,20494,counterpart,71287207, no counterpart,counterpart,43
576,388732125,2394958,20494,lobe adjacent,71287118,lobe of adjacent source,lobe,36
577,388732125,2394958,20494,complex,71287118, complex,complex,4
578,388732125,2394958,20494,extended,71287118, extended,extend,1
579,388732228,2394958,20494,possible lobe,71287169,possible lobe,lobe,36
580,388732228,2394958,20494,compact,71287169, compact,compact,0
581,388732228,2394958,20494,bright neighbour,71287169, bright neighbour,bright,12
582,388732228,2394958,20494,counterpart,71287169, no counterpart,counterpart,43
583,388732325,2394958,20494,bright,71287077,bright,bright,12
584,388732325,2394958,20494,isolated,71287077, isolated,isolate,42
585,388732325,2394958,20494,extended,71287077, extended,extend,1
586,388732325,2394958,20494,clear counterpart,71287077, clear counterpart,counterpart,43
587,388732359,2394958,20494,compact,71287150,compact,compact,0
588,388732359,2394958,20494,isolated,71287150, isolated,isolate,42
589,388732359,2394958,20494,clear counterpart,71287150, clear counterpart,counterpart,43
590,388732440,2394958,20494,faint,71287069,faint,faint,3
591,388732440,2394958,20494,compact,71287069, compact,compact,0
592,388732440,2394958,20494,isolated,71287069, isolated,isolate,42
593,388732440,2394958,20494,clear counterpart,71287069, clear counterpart,counterpart,43
594,388732440,2394958,20494,star quasar,71287069, star or quasar,quasar,45
595,388732487,2394958,20494,lobe adjacent,71287146,lobe of adjacent source,lobe,36
596,388732487,2394958,20494,complex,71287146, complex,complex,4
597,388732487,2394958,20494,extended,71287146, extended,extend,1
598,388732536,2394958,20494,lobe jet adjacent,71287274,lobe or jet of adjacent source,lobe,36
599,388732599,2394958,20494,jet adjacent,71287143,jet of adjacent source,jet,18
600,388732599,2394958,20494,complex,71287143, complex,complex,4
601,388732599,2394958,20494,extended,71287143, extended,extend,1
602,388732715,2394958,20494,lobe,71287203,lobe,lobe,36
603,388732715,2394958,20494,adjacent companion brighter lobe,71287203, adjacent to companion brighter lobe,lobe,36
604,388732715,2394958,20494,counterpart,71287203, no counterpart,counterpart,43
605,388732786,2394958,20494,lobe jet adjacent,71287211,lobe or jet of adjacent source,lobe,36
606,388732786,2394958,20494,faint,71287211, faint,faint,3
607,388732786,2394958,20494,extended,71287211, extended,extend,1
608,388732844,2394958,20494,bright,71287025,bright,bright,12
609,388732844,2394958,20494,extended,71287025, extended,extend,1
610,388732844,2394958,20494,counterpart,71287025, no counterpart,counterpart,43
611,388732916,2394958,20494,faint,71287183,faint,faint,3
612,388732916,2394958,20494,noisy,71287183, noisy,noisy,41
613,388732916,2394958,20494,isolated,71287183, isolated,isolate,42
614,388732916,2394958,20494,compact,71287183, compact,compact,0
615,388732916,2394958,20494,clear counterpart,71287183, clear counterpart,counterpart,43
616,388733037,2394958,20494,faint,71287099,faint,faint,3
617,388733037,2394958,20494,noisy,71287099, noisy,noisy,41
618,388733037,2394958,20494,compact,71287099, compact,compact,0
619,388733037,2394958,20494,possible association neighbouring component,71287099, possible association with neighbouring component,component,2
620,388733107,2394958,20494,faint,71287012,faint,faint,3
621,388733107,2394958,20494,slightly extended,71287012, slightly extended,slightly,10
622,388733107,2394958,20494,isolated,71287012, isolated,isolate,42
623,388733107,2394958,20494,clear counterpart,71287012, clear counterpart,counterpart,43
624,388733172,2394958,20494,bright,71287285,bright,bright,12
625,388733172,2394958,20494,slightly extended,71287285, slightly extended,slightly,10
626,388733172,2394958,20494,clear counterpart,71287285, clear counterpart,counterpart,43
627,388733239,2394958,20494,lobe adjacent,71287246,lobe of adjacent source,lobe,36
628,388733239,2394958,20494,extended,71287246, extended,extend,1
629,388733239,2394958,20494,complex,71287246, complex,complex,4
630,388733385,2394958,20494,compact,71287081,compact,compact,0
631,388733385,2394958,20494,counterpart,71287081, no counterpart,counterpart,43
632,388733385,2394958,20494,possible association neighbouring component,71287081, possible association with neighbouring component,component,2
633,388733451,2394958,20494,faint,71287210,faint,faint,3
634,388733451,2394958,20494,noisy,71287210, noisy,noisy,41
635,388733451,2394958,20494,slightly extended,71287210, slightly extended,slightly,10
636,388733451,2394958,20494,counterpart,71287210, no counterpart,counterpart,43
637,388733624,2394958,20494,isolated,71287194,isolated,isolate,42
638,388733624,2394958,20494,core,71287194, core,core,6
639,388733624,2394958,20494,jets right angles,71287194, two jets at right angles,jet,18
640,388733624,2394958,20494,clear counterpart,71287194, clear counterpart,counterpart,43
641,388733690,2394958,20494,isolated,71287024,isolated,isolate,42
642,388733690,2394958,20494,bright,71287024, bright,bright,12
643,388733690,2394958,20494,complex,71287024, complex,complex,4
644,388733690,2394958,20494,clear counterpart,71287024, clear counterpart,counterpart,43
645,388733748,2394958,20494,faint,71287018,faint,faint,3
646,388733748,2394958,20494,compact,71287018, compact,compact,0
647,388733748,2394958,20494,isolated,71287018, isolated,isolate,42
648,388733748,2394958,20494,clear counterpart,71287018, clear counterpart,counterpart,43
649,388733832,2394958,20494,faint,71287289,faint,faint,3
650,388733832,2394958,20494,slightly extended,71287289, slightly extended,slightly,10
651,388733832,2394958,20494,isolated,71287289, isolated,isolate,42
652,388733832,2394958,20494,ambiguous counterpart,71287289, ambiguous counterpart,ambiguous,46
653,388733880,2394958,20494,bright,71287139,bright,bright,12
654,388733880,2394958,20494,extended,71287139, extended,extend,1
655,388733880,2394958,20494,counterpart,71287139, no counterpart,counterpart,43
656,388733961,2394958,20494,complex,71287134,complex,complex,4
657,388733961,2394958,20494,extended,71287134, extended,extend,1
658,388733961,2394958,20494,possible lobe adjacent,71287134, possible lobe of adjacent source,lobe,36
659,388733961,2394958,20494,possible counterpart,71287134, possible counterpart,counterpart,43
660,388734059,2394958,20494,double lobe,71287029,double lobe source,lobe,36
661,388734059,2394958,20494,complex,71287029, complex,complex,4
662,388734059,2394958,20494,extended,71287029, extended,extend,1
663,388734059,2394958,20494,clear counterpart,71287029, clear counterpart,counterpart,43
664,388734103,2394958,20494,isolated,71287206,isolated,isolate,42
665,388734103,2394958,20494,extended,71287206, extended,extend,1
666,388734103,2394958,20494,possible counterpart,71287206, possible counterpart,counterpart,43
667,388734160,2394958,20494,complex,71287214,complex,complex,4
668,388734160,2394958,20494,extended,71287214, extended,extend,1
669,388734160,2394958,20494,possible lobe adjacent,71287214, possible lobe of adjacent source,lobe,36
